text,created_at,id,user_screen_name,user_location,user_time_zone,coordinates,retweeted,in_reply_to_status_id,in_reply_to_user_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We are so proud of our intern Addy  she is an outstanding addition to the @AARPMD Team     CEO @JoAnnJenkins ha,4/26/17 23:54,8.57E+17,AloHank_,"Annapolis, MD",Eastern Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haha my funeral gonna be lit af hmu for the addy,4/26/17 23:54,8.57E+17,jenpagnepapi,nope,Mazatlan,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rizzo hit by pitch Forces in a run 21 Addy is now at bat Go Cubs,4/26/17 23:54,8.57E+17,schorpp1955,"Davenport, IA",Central Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
With twitter addy rt @CynthiaLIVE Top 100 Marketers On Twitter   by @JMHHACKER on LinkedIn,4/26/17 23:52,8.57E+17,heather_hear,vancouver bc canada,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AddisonBouza @mevbarocks @SVSUAthletics congrats addy you deserve it sweet thang,4/26/17 23:52,8.57E+17,ally_robbinss,,Atlantic Time (Canada),,FALSE,8.57E+17,3048345660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crap With the email addy change my entire points on Microsoft has gone bye byedammitt,4/26/17 23:51,8.57E+17,krazyhouseparty,"Orlando, FL",Eastern Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@lexytesfaye @thefatkidd Send me an addy boo,4/26/17 23:51,8.57E+17,yungbratmike,"Houston, TX",,,FALSE,8.57E+17,3394341978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I keep an addy in my wallet just in case I really need to focus But its for emergency situations only,4/26/17 23:50,8.57E+17,iJoshBest,,Atlantic Time (Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @XoxNat  dm for addy,4/26/17 23:50,8.57E+17,Flnstoney,"Chicago Heights, IL",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASK ME ME FOR ADDY,4/26/17 23:49,8.57E+17,Tommiii____,"sc, queentommi",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@JamesTidswell Jimbo Did I get your email addy right,4/26/17 23:49,8.57E+17,DJYwrites,The combination Pizza Hut and Taco Bell ,Sydney,,FALSE,,292541413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eish Renowned paa Hey thank you and everyone for comingand being so gracious @writersPG @kathyaddy @Goethegh,4/26/17 23:46,8.57E+17,KWAKU101,"Greater Accra, Ghana",Greenland,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @trippysaraaa  APRIL 28  2017  DONT MISS IT  DM  @trippysaraaa @1WayMyles for addy,4/26/17 23:45,8.57E+17,DayFrmThaBlock,HBLOCK,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congrats addy,4/26/17 23:45,8.57E+17,AnjaSavich,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@madisonnnbone  aye tell them my addy they can find me other then pls stfuuu,4/26/17 23:45,8.57E+17,MonteeWheathins,"Michigan, USA",,,FALSE,8.57E+17,2257873099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hmu for addy,4/26/17 23:45,8.57E+17,EvanHustad,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issa a party Friday yall hit me Ill drop you the addy,4/26/17 23:43,8.57E+17,Trevonasauras,Ã_Ã_Â¢Training PokemonÃ_Ã_Â¢,Arizona,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@jdaddy whatdoyoudowheneveryonetellsyouthesolutionistherapyandthetherapyisntdoingjackforyourlife,4/26/17 23:42,8.57E+17,_Akotowaa,"Accra, Ghana | California",London,,FALSE,8.57E+17,137141300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @LNLaggers Special midweek after hours session tonight w @djsugashay  DTLA  15am RSVP 4 addy gtgtgt FLYCLUBVISA@GMAILcom,4/26/17 23:42,8.57E+17,jukebouncewerk,LA | NYC | JC | OH | NZ | STL,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @trippysaraaa  APRIL 28  2017  DONT MISS IT  DM  @trippysaraaa @1WayMyles for addy,4/26/17 23:41,8.57E+17,trippysaraaa,forever w : lul ant Ã_Âù_,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Juicedaddycam Addy for party 2 Dixie Trail Raleigh NC 27607,4/26/17 23:40,8.57E+17,msumelo99,"North Carolina, USA",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@addyfessler Thanks Addy,4/26/17 23:40,8.57E+17,jellybean_jpg,"Cincinnati, OH",,,FALSE,8.57E+17,240064804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Im being more annoying than usual rn tho bc I took an addy and drank a monster so if I stop tweeting call an ambulance pls,4/26/17 23:39,8.57E+17,KTGallllo,954,Eastern Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 dm for addy,4/26/17 23:39,8.57E+17,XoxNat_,"Illinois, USA",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ssuccubitch Ill be in that boat Just imagine how gay Rachel will be with both Anna and Addy,4/26/17 23:39,8.57E+17,Sugared_Fae,"Leicester, UK",London,,FALSE,8.57E+17,179722790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @AirJett WHO NEED THE ADDY,4/26/17 23:39,8.57E+17,Air_Jett,Memphis Ã_Ã¬Â_Â¥ÂŸÂè Chicago ,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AddyLane Well miss our families and friends of course and I know well have times when homesickness strikes but,4/26/17 23:39,8.57E+17,E_L_Bates,"North Shore, MA",Eastern Time (US & Canada),,FALSE,8.57E+17,572393010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @BLPOECU @RodTaughtYou @kareaddy @Jewalle @walterwright97 DaShaun Parker Senior Political Science and Psychology  1st Vice President,4/26/17 23:38,8.57E+17,TayWright14,Graham nc,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Cubsbeisbol ADDY WITH A WALKOFF BOMB,4/26/17 23:37,8.57E+17,Cubsbeisbol,"Waukegan, IL",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Bdoughty12 OPEN HOUSE  Thur April 27 at 530  Boys lacrosse at home v River Hill  Guys pay 10 girls are 875  Dm for addy,4/26/17 23:37,8.57E+17,Natecob_98,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AddyLane Thank you We are so ready People keep asking us if this is bittersweet but its really not Its time,4/26/17 23:36,8.57E+17,E_L_Bates,"North Shore, MA",Eastern Time (US & Canada),,FALSE,8.57E+17,572393010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@charlieworsham  you didnt give me your guitar pick with my sign in the pit which read Charlie guitar pick please 2yrs ago dm negro my addy,4/26/17 23:33,8.57E+17,karinschneider1,"montgomery village,maryland",Quito,,FALSE,,44191697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit me with that addy,4/26/17 23:31,8.57E+17,Isaacapo_,"Dallas, TX",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @909zaner DONT FLie ft Eric Indigo drops tomorrow Well be performing this  unreleased heatrz tonight @TacoSesh w Zone DM 4 addy  #Ph,4/26/17 23:31,8.57E+17,kushtrain_,,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
House Party Friday HMU For Addy Going Up,4/26/17 23:30,8.57E+17,Dalton__Cole,"Lancaster, CA",Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AddyLane Term doesnt start over there until Oct so moving end of Augbeginning of Sept gives us a month to settle,4/26/17 23:30,8.57E+17,E_L_Bates,"North Shore, MA",Eastern Time (US & Canada),,FALSE,8.57E+17,118812780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@magtweets Whats the addy,4/26/17 23:29,8.57E+17,IM_AL_YO,the land of the low lifes ,Mountain Time (US & Canada),,FALSE,8.57E+17,1858599018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AddyLane Most likely Sept We have this place until Aug 31 but were hoping to move out earlier spend some time,4/26/17 23:29,8.57E+17,E_L_Bates,"North Shore, MA",Eastern Time (US & Canada),,FALSE,8.57E+17,572393010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @tsunamiislim Word just drop the addy,4/26/17 23:29,8.57E+17,NasiraarisaN,sphs v cheerleader,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AddyLane which keep tripping me up The little details,4/26/17 23:28,8.57E+17,E_L_Bates,"North Shore, MA",Eastern Time (US & Canada),,FALSE,8.57E+17,118812780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AddyLane When I finally get around to packing away the winter gearclothes they wont be unpacked again in this,4/26/17 23:28,8.57E+17,E_L_Bates,"North Shore, MA",Eastern Time (US & Canada),,FALSE,8.57E+17,572393010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @OgKeeeyy Aye man Say man them damn sisters having a pool party May 13th 2k17 BYOW  come turn up wit us dm me for addy,4/26/17 23:27,8.57E+17,OgKeeeyy,5900 Southbank,Eastern Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AdelaideKane @PlanetComicon have fun this weekend addy enjoy love u,4/26/17 23:27,8.57E+17,regnerchell,kane Ã_Â»Ã§ ,,,FALSE,8.57E+17,25248601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AddyLane  but he gets to walk in May for it all the same Its all getting more real and at the same time harder to take in,4/26/17 23:26,8.57E+17,E_L_Bates,"North Shore, MA",Eastern Time (US & Canada),,FALSE,8.57E+17,118812780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
you need the addy pull up,4/26/17 23:26,8.57E+17,BADGYALROB,not her.,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@krystalynnbass Addy,4/26/17 23:26,8.57E+17,itschloooeee,The Springs,,,FALSE,8.57E+17,850378886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Bdoughty12 OPEN HOUSE  Thur April 27 at 530  Boys lacrosse at home v River Hill  Guys pay 10 girls are 875  Dm for addy,4/26/17 23:26,8.57E+17,masonsteinberg,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@curtinconnor @doubleDaddy You already know the answer,4/26/17 23:26,8.57E+17,HZucco13,Boston,Eastern Time (US & Canada),,FALSE,8.57E+17,379454643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Im fuckin with addy Im watchin my dose,4/26/17 23:25,8.57E+17,Denbeaux97,On an ultra light beam ,Eastern Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AddyLane He had to get an extension on the NT degree bc he needed more time for his thesis so that wont techni,4/26/17 23:25,8.57E+17,E_L_Bates,"North Shore, MA",Eastern Time (US & Canada),,FALSE,8.57E+17,118812780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@jenniferquachh Whats the addy for celebration,4/26/17 23:25,8.57E+17,Christian_P97,discount tire,,,FALSE,8.57E+17,8.10E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pics @ 530 hmu for my addy,4/26/17 23:25,8.57E+17,bflo_24,broward,Atlantic Time (Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AddyLane Not counting but very aware Carl handed in his final translations for the Biblical Languages degree ye,4/26/17 23:24,8.57E+17,E_L_Bates,"North Shore, MA",Eastern Time (US & Canada),,FALSE,8.57E+17,572393010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RachieSkarsten I hope you will make a pics with Addy at planet comic con,4/26/17 23:24,8.57E+17,audinovs,"Reims, France",Pacific Time (US & Canada),,FALSE,,45417534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Addy struck out on a ball Willson struck out on a strike Of course he should have walked on the prior pitch soyeah Whatever,4/26/17 23:23,8.57E+17,DGBlumberg,"Bloomington, IN",Atlantic Time (Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Sethrogen @questlove If u sent me a comb or brush or even used dental floss Id frame it want my addy,4/26/17 23:22,8.57E+17,AgrayPA,,,,FALSE,8.57E+17,443215941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ShelbieCarnes @kenziaddy Still isnt a thing,4/26/17 23:22,8.57E+17,dani_muhleman11,"Coshocton, OH",,,FALSE,8.57E+17,525498344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@danimuhleman11 @kenziaddy I cant wait to attend THEE University of Cincinnati,4/26/17 23:22,8.57E+17,ShelbieCarnes,,Eastern Time (US & Canada),,FALSE,8.57E+17,1088780611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @zeegrams my going away party is this saturday hit me for the addy,4/26/17 23:20,8.57E+17,baaabyjaaay_,san antonio tx ,Hawaii,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachel isnt gonna know where to look this weekend between Anna and Addy and Im so ready for the gay,4/26/17 23:19,8.57E+17,ssuccubitch,,London,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@meclark27 @meaganryan @LibrariansTNT Sorry folks That is a no go There is no addy for #TheLibrarians fan mail,4/26/17 23:19,8.57E+17,maryebrewer,"Denham Springs, LA",Central Time (US & Canada),,FALSE,8.57E+17,8.21E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Took an addy so I can focus during this midterm only to figure out that the midterm is tomorrow,4/26/17 23:19,8.57E+17,jb_sotrill,XII.III.MMXI ,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeah addy struck out a pitch later than he shouldve,4/26/17 23:17,8.57E+17,dwest9cubs,"Nashville, TN",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @zeegrams my going away party is this saturday hit me for the addy,4/26/17 23:17,8.57E+17,kylabarrera__,"San Antonio, TX",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @adTheHamster I forgot to tag my d#addy @JulienSolomita,4/26/17 23:16,8.57E+17,jisaacneutron,1.17,Arizona,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Addy gets Ball 2 on what shoulda been Strike 3 then gets Strike 3 on what shoulda been a ball lol guess it evened out,4/26/17 23:16,8.57E+17,A_Dunkel,"Burnsville, MN",Central Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Kalianne911 We do what we want when we want just like addy does,4/26/17 23:15,8.57E+17,Simply_ashley23,,Alaska,,FALSE,8.57E+17,1075473396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@kenziaddy tUC isnt a thing tOSU is,4/26/17 23:14,8.57E+17,dani_muhleman11,"Coshocton, OH",,,FALSE,8.57E+17,540391523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @zeegrams my going away party is this saturday hit me for the addy,4/26/17 23:14,8.57E+17,kerrstinalexis,satx,Central Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @TuckerTheTankCE Wish I was at Addy Estates with my bff @MrcoLeK,4/26/17 23:14,8.57E+17,MrcoLeK,Stuck in 2007,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wish I was at Addy Estates with my bff @MrcoLeK,4/26/17 23:14,8.57E+17,TuckerTheTankCE,"Mississippi, USA",Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @LNLaggers Special midweek after hours session tonight w @djsugashay  DTLA  15am RSVP 4 addy gtgtgt FLYCLUBVISA@GMAILcom,4/26/17 23:13,8.57E+17,elcanyonazo,California,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@fierceflower imma give the addy out later on,4/26/17 23:11,8.57E+17,joshmukendi_,"California, USA",Pacific Time (US & Canada),,FALSE,8.57E+17,2887954369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AddyFinch Its always a relief to let go of energy suckers  Enjoy the freedom,4/26/17 23:10,8.57E+17,LisbethNova3,"Toronto, Ontario",Eastern Time (US & Canada),,FALSE,8.57E+17,1969528196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Bdoughty12 OPEN HOUSE  Thur April 27 at 530  Boys lacrosse at home v River Hill  Guys pay 10 girls are 875  Dm for addy,4/26/17 23:08,8.57E+17,chasecollier44,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Bdoughty12 OPEN HOUSE  Thur April 27 at 530  Boys lacrosse at home v River Hill  Guys pay 10 girls are 875  Dm for addy,4/26/17 23:08,8.57E+17,mretzbach4,"Dayton, MD",Eastern Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AddyFinch I wouldnt take it personally  The werent worth your time anyhow,4/26/17 23:06,8.57E+17,LisbethNova3,"Toronto, Ontario",Eastern Time (US & Canada),,FALSE,8.57E+17,1969528196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#addy at #soccer practice #daughter,4/26/17 23:06,8.57E+17,sigtauslimer,Indianapolis,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARTY ON SATURDAY HMU FOR THE ADDY,4/26/17 23:06,8.57E+17,laflame00_,Hou$ton Mf Texas Hoe,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Told addy we needed to use Angel mannerswhile I ripped pizza out of my mouth like a caveman #nannyfail #whoops,4/26/17 23:06,8.57E+17,audrey_rose_201,"Alpine, TX",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AddisonBouza @mevbarocks @SVSUAthletics Ahh thats awesome Addy so happy for you,4/26/17 23:06,8.57E+17,kaelin2000,,,,FALSE,8.57E+17,3048345660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Addy does wonders,4/26/17 23:04,8.57E+17,carsolio36,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Rhitahtyn Addy uninstalled a few days ago too cause no content Hes made I got Camilla 3 times tho lol,4/26/17 23:04,8.57E+17,ZanWulf,"Vancouver, British Columbia",Eastern Time (US & Canada),,FALSE,8.57E+17,3294274078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#nude sexy girls walking sexy girl msn addy,4/26/17 23:02,8.57E+17,K32AD5luQBFFAhw,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @AsiaMRose @RianNicole  Im fuckin dead leave these bitches alone when I come to md they can choose to give me their addy if no,4/26/17 23:01,8.57E+17,_RianNicole,,Central Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @AndyFiori Hey new Raw Dog peeps I followed back Send me a DM with your addy and Ill send out a copy of the album,4/26/17 23:01,8.57E+17,ComedyRecords,"Toronto, CA/New York, US ",Eastern Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @adTheHamster I forgot to tag my d#addy @JulienSolomita,4/26/17 23:00,8.57E+17,pond_skimmer,"East Greenwich, RI",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Bdoughty12 OPEN HOUSE  Thur April 27 at 530  Boys lacrosse at home v River Hill  Guys pay 10 girls are 875  Dm for addy,4/26/17 22:59,8.57E+17,aidansedlack,Glenelg High '18,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @kingbucky23 This weekends move  come turn up  HMU for addy,4/26/17 22:59,8.57E+17,pebstheman,"San Antonio, TX",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Bdoughty12 OPEN HOUSE  Thur April 27 at 530  Boys lacrosse at home v River Hill  Guys pay 10 girls are 875  Dm for addy,4/26/17 22:59,8.57E+17,TNalls7,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @lifeasbeto Beach house going down this weeknd Addy will be released Saturday,4/26/17 22:58,8.57E+17,GlamDann,"Houston, TX",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Singletarylane2 Give everyone my addy,4/26/17 22:57,8.57E+17,chancefowler18,,,,FALSE,8.57E+17,2826375707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AddisonBouza @mevbarocks @SVSUAthletics Congrats Addy excited for you,4/26/17 22:57,8.57E+17,morganweisss,,,,FALSE,8.57E+17,3048345660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @dylannn97 Addy released Friday,4/26/17 22:57,8.57E+17,sk8parkseth,small town celina #Mercer,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @thexixty when the addy kicks in,4/26/17 22:55,8.57E+17,TylerFortuneWow,United Kingdom,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @dylannn97 Addy released Friday,4/26/17 22:54,8.57E+17,OhioPartyPeople,Catch ya girl @ our parties,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yall keep hitting me for the addy,4/26/17 22:54,8.57E+17,ErawbroEvan,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drop the addy you got them from,4/26/17 22:54,8.57E+17,Savage_Sabrina_,VSF,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@cherilynkarate4 @MHendricksx @jorgeel13095341 @Chilliadgen @addyng69 @Su0Wgqp6YV2D33u @MariaOr55973921 @AndreaJ20966926 Dude,4/26/17 22:53,8.57E+17,smartieranked1,Sunnyside,Pacific Time (US & Canada),,FALSE,,8.51E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Joelmartinez6 Heres your Friday plans  HMU for addy,4/26/17 22:51,8.57E+17,Dinogo_o,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @twatmelinda I was on 2 addys this morning and my manager was like dang melinda Ive never seen you work so hard lmao its the #drugs,4/26/17 22:50,8.57E+17,Foshizzlegab,210_SA,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Bdoughty12 OPEN HOUSE  Thur April 27 at 530  Boys lacrosse at home v River Hill  Guys pay 10 girls are 875  Dm for addy,4/26/17 22:48,8.57E+17,treifff,"Maryland, USA",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@SaturnAddy Ive been trying,4/26/17 22:47,8.57E+17,spiralclue,"santa cruz, california",Pacific Time (US & Canada),,FALSE,8.57E+17,110653986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@jaebabycakes bro i just watched her snap whats the addy I JUST WANNA TALK,4/26/17 22:47,8.57E+17,bradams_,,Irkutsk,,FALSE,8.57E+17,3533114719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Bdoughty12 OPEN HOUSE  Thur April 27 at 530  Boys lacrosse at home v River Hill  Guys pay 10 girls are 875  Dm for addy,4/26/17 22:47,8.57E+17,LyonsKing2,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Bdoughty12 OPEN HOUSE  Thur April 27 at 530  Boys lacrosse at home v River Hill  Guys pay 10 girls are 875  Dm for addy,4/26/17 22:46,8.57E+17,Jnalls_88,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Addy just put in Don Q,4/26/17 22:46,8.57E+17,bruninaapinki,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@lewis17g Message us the email addy,4/26/17 22:45,8.57E+17,WCHSSoccerboys,"Lebanon, TN",,,FALSE,8.57E+17,4425880699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AddyFinch I mean farm fresh but,4/26/17 22:45,8.57E+17,missclaraturing,"Seattle, WA",Pacific Time (US & Canada),,FALSE,8.57E+17,1969528196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT WAS ZACK ADDY IS BACK AND GORMAGON AND OMG,4/26/17 22:45,8.57E+17,BenJFitzgerald,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPEN HOUSE  Thur April 27 at 530  Boys lacrosse at home v River Hill  Guys pay 10 girls are 875  Dm for addy,4/26/17 22:44,8.57E+17,Bdoughty12,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Addy  Dad put the fear of God in us  Pais  No he put the fear of the 4 in us   Nothing scarier than getting smacked by the 4,4/26/17 22:39,8.57E+17,Chesneyyyy_,"Trenton, FL",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
