text,created_at,id,user_screen_name,user_location,user_time_zone,coordinates,retweeted,in_reply_to_status_id,"in_reply_to_user_id""With Genetically Modified Crops"," We Can Reclaim Unfarmable Fields the Size of France https://t.co/KInAnuqKe7 #sustainability #science #GMOs""",4/26/17 17:21,8.57283E+17,TheHappyTalent,,,,FALSERT @LatifahAB_: #تقنيات_حيويه_يشاركون2 genetically modified plants https://t.co/PlcUKG3v10,2017-04-26 19:11:03,857311075058032640,ALHANOOFAK5,"saudi,Alshrgya",,,False,,
"RT @TheGOPJesus: Boycott @NestleUSA for blocking GMO labeling.
@VirginiaInCal @rosevine3 @LLaws2 @kavn @IRTKGMO @truthglow @kierobar @jelo1…",2017-04-26 18:57:45,857307731794944000,kavn,"Here, Now",Pacific Time (US & Canada),,False,,
"⚡️ “Truth or protecting market share?” #GMO #Monsanto #ag #organic #glyphosate #Roundup #marketing #sustainable 
https://t.co/pyUJCXuMjV",2017-04-26 18:57:44,857307727181357056,deNutrients,USA,Eastern Time (US & Canada),,False,,
RT @VirginiaInCal: Boycott all @Starbucks products like #unicornfrappuccino for financing the blocking of GMO labeling laws &amp; selling unlab…,2017-04-26 18:57:43,857307723192557569,VX6j5UFheggCyJW,,,,False,,
#Doctors Warn: Avoid #GM #Food - #GMO #GMF #ExpediaChat #TaxReform #NetNeutrality #Ceres17 #Health #agriculture #USA https://t.co/YA1xLW1gs7,2017-04-26 18:57:42,857307716460609536,Gil_Don,"Adjuntas, Puerto Rico",,,False,,
If you guys want to eat GMO's ignore this. https://t.co/150AvbAZGT,2017-04-26 18:57:11,857307587397779457,opalessense,"Tennessee, USA",Eastern Time (US & Canada),,False,,
RT @LatifahAB_: #تقنيات_حيويه_يشاركون2 genetically modified plants https://t.co/PlcUKG3v10,2017-04-26 18:57:08,857307573028085760,Ra44444an,المملكة العربية السعودية,,,False,,
RT @LatifahAB_: #تقنيات_حيويه_يشاركون2 genetically modified plants https://t.co/PlcUKG3v10,2017-04-26 18:56:59,857307538613731331,1997Xer,المملكة العربية السعودية,,,False,,
RT @Shaikha_jb97: #تقنيات_حيويه_يشاركون2 food that got genetically modified https://t.co/TWPv9J76tA,2017-04-26 18:56:45,857307479155372033,seela777,الرياض,,,False,,
"RT @FatimahBuhaimed: #تقنيات_حيويه_يشاركون2
genetic engineering https://t.co/q3tl8ptgzF",2017-04-26 18:56:16,857307356161601536,seela777,الرياض,,,False,,
RT @AshA429: Tia's Vegan Grocery Haul #vegan #govegan #organic #nongmo #tiablanco #vegansaresexy https://t.co/hE3Chl4E5o,2017-04-26 18:55:58,857307280135606277,vegan_irish,"Dublin City, Ireland",,,False,,
RT @LatifahAB_: #تقنيات_حيويه_يشاركون2 genetically modified plants https://t.co/PlcUKG3v10,2017-04-26 18:55:51,857307253531136000,seela777,الرياض,,,False,,
"RT @scienega: ""The GMO scientific consensus – it's unequivocal and overwhelming"" https://t.co/uJ35pgiLpg",2017-04-26 18:55:45,857307227065024513,okayultra,Somewhere,Pacific Time (US & Canada),,False,,
"RT @scienega: ""The GMO scientific consensus – it's unequivocal and overwhelming"" https://t.co/uJ35pgiLpg",2017-04-26 18:55:20,857307120991121409,GenomeEngineer,Seattle,Pacific Time (US & Canada),,False,,
RT @debunkdenialism: Study Linking Genetically Modified Corn to Rat Tumors Is Retracted https://t.co/FftYINnhpO #GMO #GMOs,2017-04-26 18:55:19,857307115727147008,CriticalDragon1,United States,Arizona,,False,,
RT @IAmBiotech: Indian farmers return to GM insect-resistant Bt cotton after failure of non-GMO variety https://t.co/EOnTyGHQVI https://t.c…,2017-04-26 18:55:03,857307050191323138,agbiotech,,Eastern Time (US & Canada),,False,,
RT @Shaikha_jb97: #تقنيات_حيويه_يشاركون2 food that got genetically modified https://t.co/TWPv9J76tA,2017-04-26 18:55:02,857307045602746368,sana_mohd19,Saudi Arabia,,,False,,
RT @LatifahAB_: #تقنيات_حيويه_يشاركون2 genetically modified plants https://t.co/PlcUKG3v10,2017-04-26 18:54:48,857306988753104900,ANjoodalsuliman,,,,False,,
RT @LatifahAB_: #تقنيات_حيويه_يشاركون2 genetically modified plants https://t.co/PlcUKG3v10,2017-04-26 18:54:36,857306935292571649,sana_mohd19,Saudi Arabia,,,False,,
RT @LatifahAB_: #تقنيات_حيويه_يشاركون2 genetically modified plants https://t.co/PlcUKG3v10,2017-04-26 18:54:29,857306908436430848,ANwiir,شوقي لك ماذبل  انا باقي انتظرك,Pacific Time (US & Canada),,False,,
"RT @FatimahBuhaimed: #تقنيات_حيويه_يشاركون2
genetic engineering https://t.co/q3tl8ptgzF",2017-04-26 18:54:25,857306889092247553,rem0084,,,,False,,
"""The GMO scientific consensus – it's unequivocal and overwhelming"" https://t.co/uJ35pgiLpg",2017-04-26 18:54:16,857306853512007682,scienega,Seattle,Pacific Time (US & Canada),,False,,
"RT @FatimahBuhaimed: #تقنيات_حيويه_يشاركون2
genetic engineering https://t.co/q3tl8ptgzF",2017-04-26 18:53:59,857306783760732160,sana_mohd19,Saudi Arabia,,,False,,
"@YourAnonNews @domdallaire GMO Crops = Hell no.
Meats from Tubes = 👌👍😋",2017-04-26 18:53:51,857306746771181572,Knopperz,"Nordrhein-Westfalen, Deutschla",Berlin,,False,857303248012791817,279390084
"""it's all organic and gmo free"" https://t.co/BKY9QkoNpr",2017-04-26 18:53:46,857306728869675008,sullyblue_,,Pacific Time (US & Canada),,False,,
RT @LatifahAB_: #تقنيات_حيويه_يشاركون2 genetically modified plants https://t.co/PlcUKG3v10,2017-04-26 18:53:40,857306701757894656,judyali90,,,,False,,
RT @FarmFairyCrafts: #GMOLabeling is a Matter of Transparency and the Right to Know What's in Our #Food: https://t.co/1tJJONCTsO https://t.…,2017-04-26 18:53:25,857306640663666688,bendicoot,"Wallingford, CT",Quito,,False,,
"Delicious and under $8 bucks!
#organic
#grassfed
#nongmo 
#petaluma 
#Zapper @ SlamBurger https://t.co/dN1fYsln1p",2017-04-26 18:53:12,857306586817196032,brettmorrow,"Sonoma County, CA",Pacific Time (US & Canada),,False,,
✰„ Lavender Essential Oil 100% Pure Organic Theraputic Grade Natural GMO... https://t.co/ic7wzpb1Fz https://t.co/BdaQr7nR3V,2017-04-26 18:52:44,857306466792898560,bluesuedepumps,USA,Eastern Time (US & Canada),,False,,
"RT @OrganicFoodMaps: Bayer-Monsanto – Hands off our Seeds, Hands off our Food!
https://t.co/RDQBnUYEoE
#news #organic #food #gmo #monsanto…",2017-04-26 18:52:25,857306386757283842,KLaitenberger,Leitrim,,,False,,
"RT @FunMoneyMom: .@Nutro recipes are made with real, recognizable ingredients with a purpose! Buy now: https://t.co/cGdvxPLc2Q #NutroFeedCl…",2017-04-26 18:51:56,857306267651629057,XterraWebEditor,,Mountain Time (US & Canada),,False,,
RT @LatifahAB_: #تقنيات_حيويه_يشاركون2 genetically modified plants https://t.co/PlcUKG3v10,2017-04-26 18:51:55,857306263046299648,_ejoohfc,HA - DM.,Kyiv,,False,,
The latest We Say No To GMO! https://t.co/AXJPl2pRYU #gmo #gmos,2017-04-26 18:51:00,857306029243207680,KleenWater,USA,Eastern Time (US & Canada),,False,,
Genetic Engineering Will Change Everything Forever – CRISPR https://t.co/Y0ZQx9AnLT,2017-04-26 18:50:17,857305848875544577,mbhibberd,United States,,,False,,
"RT @atrembath: .@vpostrel @BloombergView Also, @vpostrel suggests that GMO/conventional/processed food can be just as satisfying as “natura…",2017-04-26 18:49:57,857305765123633153,jkellyca,,Pacific Time (US & Canada),,False,,
"RT @mem_somerville: So I hear 
@Google has some things for new fake item filtering. I tried #GMO. #FAIL. Natural News photo. Sigh. https://…",2017-04-26 18:49:36,857305678519599106,Malko29,,Athens,,False,,
The case of glyphosate: Product promoters masquerading as regulators? #GMOs #RightToKnow #GMO /gw https://t.co/h6yVJewxE5,2017-04-26 18:49:32,857305660895117312,NoGMOsVerified,,,,False,,
RT @FillWerrell: MAKE SURE YOU GUYS KNOW THE DIFFERENCES we need the bees 🐝❤️ https://t.co/qJOJtCmnW3,2017-04-26 18:49:25,857305633560907776,Gmo_garrett,Steamboat Springs ,,,False,,
RT @LatifahAB_: #تقنيات_حيويه_يشاركون2 genetically modified plants https://t.co/PlcUKG3v10,2017-04-26 18:49:23,857305626258571265,SaraAlHammadi,saudi arabia,Quito,,False,,
"My thoughts about @ChipotleTweets option for lunch...

I'd rather keep my money and eat a GMO, non-browning apple. https://t.co/qSIUK2nOLr",2017-04-26 18:49:20,857305613205782528,AgProudRyan,"Helena, Montana",America/Denver,,False,,
#BOYCOTT @NestleUSA &amp; ALL THEIR #GMO PRODUCTS @truthglow @vixenvalentino @robles_jdaniel https://t.co/RvuomWq0T3,2017-04-26 18:49:16,857305595728338944,FarmFairyCrafts,"Austin, Texas",Central Time (US & Canada),,False,,
RT @AlexEpstein: Genetic engineering with #CRISPR could allow precision targetng of germs resistant to antibiotics. #HumanFlourishing https…,2017-04-26 18:48:59,857305524349566977,zheka2332,,,,False,,
"RT @NonGMOProject: .@USDA will create plan for mandatory disclosure of #GMOs by 2018, but companies will not have to comply by then. https:…",2017-04-26 18:48:49,857305481987080193,alethia2020,Kuala Lumpur City,Mumbai,,False,,
RT @tbhdaphne: I'LL TAKE ONE IN LARGE https://t.co/JrKystt8hp,2017-04-26 18:48:48,857305478120058880,Gmo_garrett,Steamboat Springs ,,,False,,
my aesthetic https://t.co/KVD7b68SCQ,2017-04-26 18:48:47,857305473350905856,GMO_eater,xxxxxxx,Pacific Time (US & Canada),,False,,
"RT @TeriGentes: Soy, GMO, breast cancer and surprising sources https://t.co/5qgDMBVeKD #facts #science #disease #roundup #pesticides #hormo…",2017-04-26 18:48:39,857305441788997632,iamthemacman,Montréal,Eastern Time (US & Canada),,False,,
@hotdiggedydemon A lot of American milk has been found to have puss from cows due to infection in the udder because… https://t.co/9apUpBtM8Q,2017-04-26 18:48:17,857305347161296896,AnIrishComposer,"Colorado, USA",Mountain Time (US & Canada),,False,857265125186613249,27182493
RT @LatifahAB_: #تقنيات_حيويه_يشاركون2 genetically modified plants https://t.co/PlcUKG3v10,2017-04-26 18:47:59,857305271458201601,Awashba,,Pacific Time (US & Canada),,False,,
thanks gmo @geegeegeemoneyz https://t.co/HpEY8WEUtS,2017-04-26 18:47:33,857305161684963328,endurae,pronouns: he/him,Atlantic Time (Canada),,False,857304412586463235,2318169323
"RT @mem_somerville: So I hear 
@Google has some things for new fake item filtering. I tried #GMO. #FAIL. Natural News photo. Sigh. https://…",2017-04-26 18:47:30,857305151790567426,SimpleCorrect,"Genève, Suisse",,,False,,
".@vpostrel @BloombergView Also, @vpostrel suggests that GMO/conventional/processed food can be just as satisfying a… https://t.co/mFnhtKX94r",2017-04-26 18:47:08,857305056965672960,atrembath,San Francisco,Pacific Time (US & Canada),,False,857304259435446272,35117516
RT @AlexEpstein: Genetic engineering with #CRISPR could allow precision targetng of germs resistant to antibiotics. #HumanFlourishing https…,2017-04-26 18:47:06,857305049210515457,Johhnalacog,,,,False,,
"@JmsWmFox Next he can end GMO phood, fluoridated water,  hormones in food. 
Health, not Healthcare!
Critical thinki… https://t.co/2HjHTVq1J0",2017-04-26 18:47:06,857305048610504704,suzettepetillo,,,,False,857303510408282113,3254663659
"RT @FatimahBuhaimed: #تقنيات_حيويه_يشاركون2
genetic engineering https://t.co/q3tl8ptgzF",2017-04-26 18:46:44,857304957627838464,Alaa_1418_,,,,False,,
"RT @FatimahBuhaimed: #تقنيات_حيويه_يشاركون2
genetic engineering https://t.co/q3tl8ptgzF",2017-04-26 18:46:36,857304925335949313,A_Alshehri95,السُدس الأخير من الأرض ,,,False,,
RT @LatifahAB_: #تقنيات_حيويه_يشاركون2 genetically modified plants https://t.co/PlcUKG3v10,2017-04-26 18:46:17,857304843249229828,fatoooomy1418,,,,False,,
RT @Marlohanna: It should bother you that organic food is labeled but food that is GENETICALLY MODIFIED is not required to be labeled 🤔,2017-04-26 18:46:12,857304822437072902,kchigas,,Hawaii,,False,,
@USDAFoodSafety @USDA There is no food safety when we eat #FDA approved cancer causing GMO! https://t.co/U4oae8MSJc,2017-04-26 18:46:03,857304785854353415,AlafiaGrandma,,,,False,857269564979249152,20436059
RT @LatifahAB_: #تقنيات_حيويه_يشاركون2 genetically modified plants https://t.co/PlcUKG3v10,2017-04-26 18:46:00,857304774605242368,LamaMiyajan,khobar,,,False,,
@weeabob he's going to be gaming again within the week,2017-04-26 18:45:34,857304662348709888,GMO_eater,xxxxxxx,Pacific Time (US & Canada),,False,857118073907707904,29971417
tell them bitter bitches put down the alcohol and pick up the water and cut put the gmo foods and meat https://t.co/8Fsi8anjVi,2017-04-26 18:45:19,857304600935837697,Lottie_Dottie89,Lottie Dottie Land,,,False,,
"#Genetics/#Genomics #SciPolDaily! A dog ""family tree"", #GMO salmon in #Canada, concerns about whole-exome sequencing https://t.co/xd0T8LnPaU",2017-04-26 18:45:10,857304564239917056,DukeSciPol,"Durham, NC",Eastern Time (US & Canada),,False,,
"We need more food crops for self sufficiency, not just corporate Monsanto GMO laced exports... https://t.co/OfelUS9BLc",2017-04-26 18:44:04,857304284928626692,StillUSA1st,,America/New_York,,False,,
"#تقنيات_حيويه_يشاركون2
genetic engineering https://t.co/q3tl8ptgzF",2017-04-26 18:43:44,857304201482948619,FatimahBuhaimed,,Baghdad,,False,,
"RT @FightAgainstGMO: African Country Ditches GE Cotton, Non-GMO Cotton Output Rises 20 Percent https://t.co/tsGpagw1nL #GMO https://t.co/TB…",2017-04-26 18:43:26,857304128950870016,pam_cooper,Cape Town,London,,False,,
RT @PamelaDrew: @lilredhsb2 @deNutrients @robles_jdaniel @JulieM_273 @smgamesafari @adfoozsixx @Oteachjohn @30ASeawitch @peterdoodes @H_O_G…,2017-04-26 18:42:43,857303946162876416,beachvetlbc,Long Beach CA,Pacific Time (US & Canada),,False,,
"RT @FightAgainstGMO: Symbolic Tribunal Finds Monsanto’s Actions Violate Global Food, Health and Environmental Rights https://t.co/zIUQ7SGlA…",2017-04-26 18:41:04,857303533028339712,ReneeMu62638359,,,,False,,
RT @LatifahAB_: #تقنيات_حيويه_يشاركون2 genetically modified plants https://t.co/PlcUKG3v10,2017-04-26 18:40:55,857303495585677312,joody_113,,,,False,,
@realDonaldTrump Upromised 2clean up America Dont forget 2outlaw GMO RFood Chain is killing us Monsanto is lying 2U putting them N meds&amp;food,2017-04-26 18:40:52,857303480549167104,KimtahGail,"Florida, USA",,,False,,25073877
RT @LatifahAB_: #تقنيات_حيويه_يشاركون2 genetically modified plants https://t.co/PlcUKG3v10,2017-04-26 18:40:49,857303470197657602,Ran_abdulaziz,,,,False,,
Spider-Man is a GMO,2017-04-26 18:40:43,857303444905963520,DeathBySplosion,"Clarksville, TN",Central Time (US & Canada),,False,,
RT @LatifahAB_: #تقنيات_حيويه_يشاركون2 genetically modified plants https://t.co/PlcUKG3v10,2017-04-26 18:40:02,857303270511038465,xarwix,"Ahsa, Kingdom of Saudi Arabia",Riyadh,,False,,
How do u eat SC Bars? #NonGMO #EnergyBars. #GlutenFree. #DairyFree. #Kosher. We believe in being kind to our… https://t.co/FocgQ28AhV,2017-04-26 18:38:25,857302864204615687,SimplyChopped,"Stone Mountain, GA",Atlantic Time (Canada),,False,,
"RT @LotusOak: Do you know which #Vaccines contain Human Protein/#DNA?

Find out here: https://t.co/4Qde2PGMNm

#LearnTheRisk #GMO https://t…",2017-04-26 18:38:23,857302856692617220,luvLife_always,,Central Time (US & Canada),,False,,
"I'll be collecting seeds and planting in the very near future, legally &amp; medically. #SaveTheSeeds no GMO, no synthetic pot, no pesticides.",2017-04-26 18:38:22,857302853572059136,TreeHugginLovin,"Toronto, Ontario ",Eastern Time (US & Canada),,False,,
RT @LatifahAB_: #تقنيات_حيويه_يشاركون2 genetically modified plants https://t.co/PlcUKG3v10,2017-04-26 18:37:58,857302750354427905,A_Alshehri95,السُدس الأخير من الأرض ,,,False,,
Syngenta Defends GMO Corn as Merger Shifts Blame to China https://t.co/p8lO55SjNR via @markets,2017-04-26 18:37:44,857302691164409861,HopePjesky,"Goltry, Oklahoma, USA",,,False,,
@JadedChains I swear God created booze so o would become a genetic engineer,2017-04-26 18:37:28,857302625024438272,deathdealer313,The gates of hell,,,False,857299076030844928,436050783
#Reuters  India government think-tank backs local GM crop policy: document https://t.co/EDJpJ5QLOk,2017-04-26 18:37:26,857302617034301440,GoAnimalNSave,,Eastern Time (US & Canada),,False,,
Vampire  that is genetically modified with a prehensile tongue,2017-04-26 18:37:23,857302606363930626,GlitchproBot,Transylvania,,,False,,
"if most human test trials are geared towards a 154lb male, women can't be sure if GMO food is truly healthy/safe fo… https://t.co/qtDBT0JW7j",2017-04-26 18:37:02,857302515108388864,damarra_s_,United States,Pacific Time (US & Canada),,False,,
RT @LatifahAB_: #تقنيات_حيويه_يشاركون2 genetically modified plants https://t.co/PlcUKG3v10,2017-04-26 18:36:41,857302427921502210,soos_04,Kingdom of Saudi Arabia,,,False,,
New post (India govt think-tank backs local GM crop policy -document (MON) | 04/26/17) has been published on S ...… https://t.co/mD9ysPBhQg,2017-04-26 18:36:17,857302325987115009,BiedexTrading,Amsterdam,Amsterdam,,False,,
RT @stopgmonow: US Sugar beet is 100% GMO https://t.co/JyaJK7ZkGw,2017-04-26 18:35:52,857302223218495495,AscensionKelsey,"Lawrence, Kansas",Central Time (US & Canada),,False,,
"Solstice Farm #Heirloom Tomato Seeds, #NonGMO: https://t.co/tMaov5tPb3",2017-04-26 18:34:20,857301836394631168,FarmFairyCrafts,"Austin, Texas",Central Time (US & Canada),,False,,
RT @NonGMOProject: World’s first #GMO fish factory could be in Canada. https://t.co/W5dBuKGJa5 https://t.co/SXqnRbhmSv,2017-04-26 18:33:57,857301739380379648,TrairL,"Edmonton, Alberta",,,False,,
@moyoungjr @ThomasWFleisch @Hillier_10 @LefLaneLivin @Will_Mungo @JuliusStoverr @kylienumbertwo @elliegrace_h… https://t.co/uOmjSYP7tq,2017-04-26 18:33:53,857301725623046150,zionyouthknows,On the road to Zion,,,False,857298848519245837,408005000
It is all happing NOW #Gratitude #kcor #accelerateyourbusiness #accelerate #vegas #nongmo #weightloss https://t.co/3IKIvPmXEw,2017-04-26 18:33:49,857301707658842121,Athean,PA,Eastern Time (US & Canada),,False,,
RT @savetheturtles2: @freshboxfarms I love your tender tasty lettuce! Thank-you for providing healthy clean pesticide free non GMO reasonab…,2017-04-26 18:33:35,857301646342311942,freshboxfarms,"Boston, MA",Pacific Time (US & Canada),,False,,
We have big Pharma pushing GMO's N Rmeds &amp; fake foods pushed by  Agriculture companies  &amp;our government Allowed 2ki… https://t.co/12Haxt5g4Z,2017-04-26 18:33:29,857301621029687298,KimtahGail,"Florida, USA",,,False,,
"We are probiotics fighting on a ball of space dust, that was terra-formed for us by Annunaki.
Ants genetically engineered to seek Au
Namaste",2017-04-26 18:33:09,857301539685355523,Jk_grinnell,"Muskegon, MI",,,False,,
"RT @LotusOak: Do you know which #Vaccines contain Human Protein/#DNA?

Find out here: https://t.co/4Qde2PGMNm

#LearnTheRisk #GMO https://t…",2017-04-26 18:32:18,857301325801017352,iloveecopsych,,,,False,,
"@TheMercedezXXX -_- I'm talking more about GMO foods, most of which are plants.",2017-04-26 18:32:03,857301263624527872,BaronAvAnga,"Kekorot, Denkek",,,False,857297330109894658,713031225141669889
RT @LatifahAB_: #تقنيات_حيويه_يشاركون2 genetically modified plants https://t.co/PlcUKG3v10,2017-04-26 18:31:35,857301143977955328,anfaladel82,Kingdom of Saudi Arabia,,,False,,
"The rest of the #world is throwing #Monsanto out, while #US embracing it. #GMO https://t.co/M9X16A7PkZ",2017-04-26 18:31:18,857301074667024384,Trendplayer007,,,,False,,
